id,code,area,subarea,title,subtitle,authors,edition,volume,language,is_reserved
5989277792649,FIS-05.04,Física,5,Exploring Black Holes,Introduction to General Relativity,"Taylor, Wheeler",1,0,2,0
2190302206397,FIS-05.05,Física,5,Introdução à Física Nuclear,,K. C. Chung,1,0,1,0
3278486724018,FIS-05.06,Física,5,Atomic Physics,,Max Born,8,0,2,0
6093988864614,FIS-05.06,Física,5,Física Atómica,,Max Born,4,0,1,0
7084521919587,FIS-05.07,Física,5,Introdução à Física de Partículas,,Anna Maria Freire Endler,1,0,1,0
6998745522748,FIS-05.08,Física,5,Teoria Quântica,,Eduardo M.A. Peixoto,1,0,1,0
9173044686828,FIS-06.02,Física,6,Matemática para Físicos com Aplicações,,João Barcelos Neto,1,1,1,0
5599583154958,FIS-06.03,Física,6,Introdução à Física Estatística,,Silvio R. A. Salinas,1,0,1,0
2657811597168,FIS-06.04,Física,6,Monte Carlo Simulation in Statistical Physics,,"Binder, Heermann",4,0,2,0
7273558183294,FIS-06.05,Física,6,Catastrophe Theory,,"Castrigiano, Hayes",1,0,2,0
8320891067022,FIS-07.01,Física,7,Astronomia,Uma Visão Geral do Universo,"Friança, Dal Pino, Sodré Jr., Jatenco-Pereira",1,0,1,0
1636866072685,FIS-07.02,Física,7,Astronomia e astrofisica,,"Oliveira Filho, Saraiva",1,0,1,0
1879624240029,FIS-07.03,Física,7,An Introduction to the Study of Stellar Structure,,Subrahmanyan Chandrasekhar,1,0,2,0
6854989846814,FIS-07.04,Física,7,Introdução à Estrutura e Evolução Estelar,,Walter Junqueira Maciel,1,0,1,0
